NCBI ID	NCBI Symbol	TaxID	likely
54250	Fgf2	10116	less likely
54287	Eif2ak2	10116	less likely
54308	Slk	10116	less likely
54319	Ezr	10116	less likely
54324	Arhgef5	10090	less likely
54343	Atf7ip	10090	likely
54361	WNT4	9606	likely
54380	Smarcal1	10090	likely
54383	Phc2	10090	likely
54386	TERF2IP	9606	likely
54387	Mcm3ap	10090	likely
54401	Ywhab	10090	less likely
54454	ATAD2B	9606	likely
54456	MOV10L1	9606	likely
54466	SPIN2A	9606	likely
54496	PRMT7	9606	likely
54514	DDX4	9606	likely
54554	WDR5B	9606	likely
54556	ING3	9606	likely
54561	Nap1l3	10090	likely
54583	EGLN1	9606	likely
54617	INO80	9606	likely
54623	PAF1	9606	likely
54624	Paf1	10090	likely
54625	PARP14	9606	likely
54633	Pqbp1	10090	likely
54650	Sfmbt1	10090	likely
54665	RSBN1	9606	likely
54680	ZNHIT6	9606	likely
54683	Prdx5	10090	likely
54737	MPHOSPH8	9606	likely
54778	RNF111	9606	likely
54780	NSMCE4A	9606	likely
54784	ALKBH4	9606	likely
54797	MED18	9606	likely
54799	MBTD1	9606	likely
54821	ERCC6L	9606	likely
54828	BCAS3	9606	likely
54851	ANKRD49	9606	likely
54856	GON4L	9606	likely
54880	BCOR	9606	likely
54891	INO80D	9606	likely
54892	NCAPG2	9606	likely
54904	NSD3	9606	likely
54906	TASOR2	9606	likely
54934	KANSL2	9606	likely
54939	COMMD4	9606	likely
54941	RNF125	9606	likely
54951	COMMD8	9606	likely
54969	HPF1	9606	likely
54971	BANP	9606	likely
54997	TESC	9606	less likely
54998	AURKAIP1	9606	likely
55011	PIH1D1	9606	likely
55022	PID1	9606	likely
55023	PHIP	9606	likely
55031	USP47	9606	likely
55051	NRDE2	9606	likely
55062	WIPI1	9606	likely
55063	ZCWPW1	9606	likely
55082	ARGLU1	9606	likely
55090	MED9	9606	likely
55095	SAMD4B	9606	likely
55122	AKIRIN2	9606	likely
55124	PIWIL2	9606	likely
55127	HEATR1	9606	likely
55128	TRIM68	9606	likely
55135	WRAP53	9606	likely
55140	ELP3	9606	likely
55159	RFWD3	9606	likely
55167	MSL2	9606	likely
55170	PRMT6	9606	likely
55183	RIF1	9606	likely
55196	RESF1	9606	likely
55197	RPRD1A	9606	likely
55206	SBNO1	9606	likely
55209	SETD5	9606	likely
55211	DPPA4	9606	likely
55212	BBS7	9606	likely
55213	RCBTB1	9606	likely
55223	TRIM62	9606	likely
55249	YY1AP1	9606	likely
55250	ELP2	9606	likely
55257	MRGBP	9606	likely
55274	PHF10	9606	likely
55294	FBXW7	9606	likely
55352	COPRS	9606	likely
55355	HJURP	9606	likely
55367	PIDD1	9606	likely
55506	MACROH2A2	9606	likely
55534	MAML3	9606	likely
55536	CDCA7L	9606	likely
55571	CNOT11	9606	likely
55578	SUPT20H	9606	likely
55588	MED29	9606	likely
55602	CDKN2AIP	9606	likely
55617	TASP1	9606	likely
55629	PNRC2	9606	likely
55635	DEPDC1	9606	likely
55636	CHD7	9606	likely
55662	HIF1AN	9606	likely
55677	IWS1	9606	likely
55683	KANSL3	9606	likely
55689	YEATS2	9606	likely
55693	KDM4D	9606	likely
55705	IPO9	9606	likely
55719	SLF2	9606	likely
55723	ASF1B	9606	likely
55729	ATF7IP	9606	likely
55746	NUP133	9606	likely
55749	CCAR1	9606	likely
55766	H2AJ	9606	likely
55787	TXLNG	9606	likely
55791	LRIF1	9606	likely
55795	PCID2	9606	likely
55806	HR	9606	likely
55814	BDP1	9606	likely
55818	KDM3A	9606	likely
55827	DCAF6	9606	likely
55832	CAND1	9606	likely
55835	CENPJ	9606	likely
55837	EAPP	9606	likely
55839	CENPN	9606	likely
55840	EAF2	9606	likely
55859	BEX1	9606	likely
55869	HDAC8	9606	likely
55885	LMO3	9606	likely
55902	ACSS2	9606	less likely
55904	KMT2E	9606	likely
55914	ERBIN	9606	less likely
55915	LANCL2	9606	likely
55942	Sertad1	10090	likely
55982	Paxip1	10090	likely
55989	Nop58	10090	likely
56011	Ywhab	10116	less likely
56031	Ppie	10090	likely
56036	Ccnl2	10090	likely
56072	Lgals12	10090	likely
56081	Scaf1	10116	likely
56083	Tgm2	10116	less likely
56086	Set	10090	likely
56154	TEX15	9606	likely
56160	NSMCE3	9606	likely
56165	TDRD1	9606	likely
56196	Tdp2	10090	likely
56200	Ddx21	10090	likely
56207	Uchl5	10090	likely
56222	Cited4	10090	likely
56233	Hdac7	10090	likely
56249	Actr8	10090	likely
56254	RNF20	9606	likely
56273	Pex14	10090	likely
56275	Rbm14	10090	likely
56309	Mycbp	10090	likely
56310	Gps2	10090	likely
56312	Nupr1	10090	likely
56321	Aatf	10090	likely
56323	Dnajb5	10090	likely
56335	Mettl3	10090	likely
56338	Txnip	10090	likely
56339	METTL3	9606	likely
56341	PRMT8	9606	likely
56351	Ptges3	10090	likely
56353	Rybp	10090	likely
56361	Pus1	10090	likely
56397	Morf4l2	10090	likely
56399	Akap8	10090	likely
56404	Trip4	10090	likely
56406	Ncoa6	10090	likely
56424	Stub1	10090	likely
56438	Rbx1	10090	likely
56455	Dynll1	10090	likely
56456	Actl6a	10090	less likely
56463	Snd1	10090	likely
56469	Pias1	10090	likely
56503	Ankrd49	10090	likely
56505	Ruvbl1	10090	likely
56532	Ripk3	10090	less likely
56541	Habp4	10090	likely
56612	Pfdn5	10090	likely
56613	Rps6ka4	10090	likely
56632	Sphk2	10090	likely
56637	Gsk3b	10090	less likely
56642	Ankrd2	10090	likely
56702	H1f5	10090	likely
56717	Mtor	10090	less likely
56718	Mtor	10116	less likely
56736	Rnf14	10090	likely
56761	Notch3	10116	likely
56768	Pclo	10116	likely
56771	Med20	10090	likely
56784	Ralgapa1	10090	likely
56785	Ralgapa1	10116	likely
56790	Supt20	10090	likely
56816	Prkn	10116	likely
56848	SPHK2	9606	likely
56916	SMARCAD1	9606	likely
56919	DHX33	9606	likely
56924	PAK6	9606	less likely
56937	PMEPA1	9606	likely
56940	DUSP22	9606	likely
56943	ENY2	9606	likely
56946	EMSY	9606	likely
56950	SMYD2	9606	likely
56970	ATXN7L3	9606	likely
56998	CTNNBIP1	9606	likely
57050	UTP3	9606	likely
57122	NUP107	9606	likely
57154	SMURF1	9606	likely
57162	PELI1	9606	likely
57178	ZMIZ1	9606	likely
57230	Sap30bp	10090	likely
57259	Tob2	10090	likely
57261	Brd4	10090	likely
57295	Icmt	10090	likely
57314	Nelfcd	10090	likely
57316	C1d	10090	likely
57320	Park7	10090	likely
57321	Terf2ip	10090	likely
57325	KAT14	9606	likely
57326	PBXIP1	9606	likely
57332	CBX8	9606	likely
57379	AICDA	9606	likely
57436	Gabarapl1	10090	likely
57441	Gmnn	10090	likely
57451	TENM2	9606	less likely
57466	SCAF4	9606	likely
57472	CNOT6	9606	likely
57521	RPTOR	9606	likely
57538	ALPK3	9606	less likely
57597	BAHCC1	9606	likely
57602	USP36	9606	likely
57634	EP400	9606	likely
57649	PHF12	9606	likely
57654	UVSSA	9606	likely
57658	CALCOCO1	9606	likely
57673	BEND3	9606	likely
57680	CHD8	9606	likely
57683	ZDBF2	9606	likely
57713	SFMBT2	9606	likely
57727	NCOA5	9606	likely
57741	Noc2l	10090	likely
57746	Piwil2	10090	likely
57748	Jmy	10090	likely
57749	Piwil1	10090	likely
57751	Rnf25	10090	likely
57752	Tacc2	10090	likely
57756	Fhl5	10090	likely
57761	TRIB3	9606	likely
57763	ANKRA2	9606	likely
57783	Tnip1	10090	likely
57805	CCAR2	9606	likely
57826	RAP2C	9606	likely
57913	Pidd1	10090	likely
58172	Sertad2	10090	likely
58184	Cnot9	10090	likely
58190	CTDSP1	9606	likely
58202	Nelfb	10090	likely
58230	Rnf8	10090	likely
58231	Stk4	10090	likely
58243	Nap1l5	10090	likely
58490	RPRD1B	9606	likely
58506	SCAF1	9606	likely
58508	KMT2C	9606	likely
58521	Eid1	10090	likely
58523	Elp2	10090	likely
58533	SNX6	9606	likely
58839	Nrbf2	10116	likely
58919	Ccnd1	10116	likely
58936	Plk3	10116	likely
58940	H2az1	10116	likely
58960	Map2k2	10116	less likely
58967	Sfmbt1	10116	likely
59001	Pole3	10090	likely
59004	Pias4	10090	likely
59022	Edf1	10090	likely
59024	Med12	10090	likely
59026	Huwe1	10090	likely
59030	Mkks	10090	likely
59035	Carm1	10090	likely
59036	Dact1	10090	likely
59079	Erbin	10090	less likely
59086	Tgfb1	10116	less likely
59117	Ago2	10116	likely
59126	Nek6	10090	likely
59323	Erbb4	10116	less likely
59329	Sik1	10116	less likely
59343	SENP2	9606	likely
60331	Atxn3	10116	likely
60345	Nrip2	10090	likely
60371	Birc2	10116	likely
60373	Nop58	10116	likely
60374	Lmna	10116	likely
60376	Plrg1	10116	likely
60406	Sap30	10090	likely
60421	Prmt1	10116	likely
60485	SAV1	9606	likely
60491	NIF3L1	9606	likely
60525	Acss2	10090	less likely
60533	Cd274	10090	less likely
60563	Hr	10116	likely
60571	Mybbp1a	10116	likely
60595	Actn4	10090	less likely
63035	BCORL1	9606	likely
63836	Actn4	10116	less likely
63839	Fhl2	10116	likely
63840	Per2	10116	likely
63864	Hsd17b10	10116	likely
63868	Hspd1	10116	likely
63879	Xiap	10116	likely
63893	UBE2O	9606	likely
63935	PCIF1	9606	likely
63943	FKBPL	9606	likely
64010	Sav1	10090	likely
64012	Rad50	10116	likely
64031	Pdcd4	10116	likely
64041	Birc5	10116	likely
64046	Mre11	10116	likely
64050	Yeats4	10090	likely
64061	TSPYL2	9606	likely
64127	NOD2	9606	likely
64144	Mllt1	10090	likely
64160	Basp1	10116	likely
64193	Pttg1	10116	likely
64200	Hnrnpf	10116	likely
64202	Calr	10116	likely
64207	IRF2BPL	9606	likely
64210	MMS19	9606	likely
64216	TFB2M	9606	likely
64303	Pfn1	10116	likely
64320	RNF25	9606	likely
64324	NSD1	9606	likely
64332	NFKBIZ	9606	likely
64383	Sirt2	10090	likely
64384	Sirt3	10090	likely
64391	Dapk3	10116	likely
64395	GMCL1	9606	likely
64424	Polr1e	10090	likely
64425	POLR1E	9606	likely
64426	SUDS3	9606	likely
64431	ACTR6	9606	likely
64455	Rasd1	10116	likely
64460	Pex14	10116	likely
64466	Cited1	10116	likely
64468	Hyal2	10116	less likely
64470	Ddb1	10116	likely
64513	Pawr	10116	likely
64523	Tep1	10116	likely
64525	Eloc	10116	likely
64530	Cnbp	10116	likely
64550	Top1	10116	likely
64591	TSPY2	9606	likely
64595	TTTY15	9606	likely
64635	Snd1	10116	likely
64646	H2ac25	10116	likely
64685	Nmi	10090	likely
64702	Trim17	10116	likely
64707	Suv39h2	10090	likely
64709	Nucks1	10116	likely
64710	NUCKS1	9606	likely
64750	SMURF2	9606	likely
64769	MEAF6	9606	likely
64783	RBM15	9606	likely
64784	CRTC3	9606	likely
64800	EFCAB6	9606	likely
64824	Nab1	10116	likely
64855	NIBAN2	9606	likely
64863	METTL4	9606	likely
64896	Nolc1	10116	likely
64898	Lpin2	10090	likely
64899	Lpin3	10090	likely
64900	LPIN3	9606	likely
65018	PINK1	9606	less likely
65019	Rpl23	10090	likely
65026	Rwdd3	10116	likely
65027	Chd8	10116	likely
65028	Dnaja1	10116	likely
65102	Nif3l1	10090	likely
65112	Pmepa1	10090	likely
65121	PRAMEF1	9606	likely
65122	PRAMEF2	9606	likely
65137	Ruvbl1	10116	likely
65218	Agap2	10116	less likely
65248	Prkaa1	10116	less likely
65274	Nup62	10116	likely
65961	Utp3	10090	likely
65980	BRD9	9606	likely
65990	ANTKMT	9606	likely
65992	DDRGK1	9606	likely
66008	TRAK2	9606	likely
66077	Aurkaip1	10090	likely
66083	Setd6	10090	likely
66104	Tceal6	10090	likely
66118	Sarnp	10090	likely
66126	Elof1	10090	likely
66138	Bud23	10090	likely
66172	Med11	10090	likely
66197	Cks2	10090	likely
66200	Commd6	10090	likely
66213	Med7	10090	likely
66214	Rgcc	10090	likely
66225	Llph	10090	likely
66226	Trappc2	10090	likely
66255	Hsbp1l1	10090	likely
66262	Ing5	10090	likely
66266	Eapp	10090	likely
66310	Dpy30	10090	likely
66313	Smurf2	10090	likely
66317	Skic8	10090	likely
66336	Cenpp	10090	likely
66341	Eid3	10090	likely
66354	Snw1	10090	likely
66403	Asf1a	10090	likely
66423	Coprs	10090	likely
66467	Gtf2h5	10090	likely
66471	Anp32e	10090	likely
66505	Zmynd11	10090	likely
66511	Chtop	10090	likely
66513	Tab1	10090	less likely
66568	Rwdd3	10090	likely
66578	Mis18a	10090	likely
66580	Esf1	10090	likely
66597	Trim13	10090	likely
66617	Ntmt1	10090	likely
66647	Nsmce3	10090	likely
66660	Sltm	10090	likely
66724	Tab3	10090	less likely
66725	Lrrk2	10090	likely
66824	Pycard	10090	likely
66894	Wwp2	10090	likely
66929	Asf1b	10090	likely
66935	Cir1	10090	likely
66959	Dusp26	10090	likely
66970	Ssbp2	10090	likely
66993	Smarcd3	10090	likely
66999	Med28	10090	likely
67014	Riox2	10090	likely
67019	Actr6	10090	likely
67025	Rpl11	10090	likely
67037	Pmf1	10090	likely
67040	Ddx17	10090	likely
67057	Yaf2	10090	likely
67087	Ctnnbip1	10090	likely
67088	Cand2	10090	likely
67089	Psmc6	10090	likely
67095	Trak1	10090	likely
67099	Mettl21a	10090	likely
67111	Naaa	10090	likely
67150	Rnf141	10090	likely
67151	Psmd9	10090	likely
67154	Mtdh	10090	likely
67155	Smarca2	10090	likely
67184	Ndufa13	10090	likely
67219	Med18	10090	likely
67222	Srfbp1	10090	likely
67224	Med29	10090	likely
67238	Fam220a	10090	likely
67245	Peli1	10090	likely
67278	Pagr1a	10090	likely
67279	Med31	10090	likely
67334	H2ap	10090	likely
67378	Bbs2	10090	likely
67381	Med4	10090	likely
67382	Brd3	10090	likely
67488	Calcoco1	10090	likely
67490	Ufl1	10090	likely
67500	Ccar1	10090	likely
67525	Trim62	10090	likely
67628	Anp32b	10090	likely
67655	Ctdp1	10090	likely
67664	Rnf125	10090	likely
67673	Elob	10090	likely
67674	Trmt112	10090	likely
67685	Dnaaf4	10090	likely
67694	Ift74	10090	less likely
67733	Itgb3bp	10090	likely
67738	Ppid	10090	likely
67768	N6amt1	10090	likely
67772	Chd8	10090	likely
67781	Ilf2	10090	likely
67788	Sfr1	10090	likely
67923	Eloc	10090	likely
67933	Hcfc2	10090	likely
67956	Kmt5a	10090	likely
67959	Puf60	10090	likely
67985	Ssxb1	10090	likely
68040	Zfp593	10090	likely
68043	Eef1akmt1	10090	likely
68045	Rtraf	10090	likely
68050	Akirin1	10090	likely
68058	Chd1l	10090	likely
68073	Atpsckmt	10090	likely
68077	Nop53	10090	likely
68098	Rchy1	10090	likely
68114	Pwwp3a	10090	likely
68142	Ino80	10090	likely
68196	Hsbp1	10090	likely
68231	H2al2a	10090	likely
68251	Babam1	10090	likely
68298	Ncapd2	10090	likely
68346	Sirt5	10090	likely
68350	Mul1	10090	likely
68558	Ankra2	10090	likely
68675	Arb2a	10090	likely
68729	Trim37	10090	likely
68845	Pih1d1	10090	likely
68879	Prpf6	10090	likely
68911	Pygo2	10090	likely
68943	Pink1	10090	less likely
68968	Cdan1	10090	likely
68975	Med27	10090	likely
68979	Nol11	10090	likely
68991	Ssu72	10090	likely
69076	Triap1	10090	likely
69090	Ascc1	10090	likely
69109	Ccnq	10090	likely
69125	Cnot8	10090	likely
69131	Cdk12	10090	likely
69188	Kmt2e	10090	likely
69202	Ptms	10090	likely
69260	Ing2	10090	likely
69386	H4c8	10090	likely
69482	Nup35	10090	likely
69496	Dydc1	10090	likely
69544	Wdr5b	10090	likely
69562	Cdk13	10090	likely
69587	Pcgf3	10090	likely
69612	Kansl2	10090	likely
69640	Fam83g	10090	likely
69642	Mlip	10090	likely
69656	Pir	10090	likely
69714	Tfpt	10090	likely
69716	Trip13	10090	likely
69790	Med30	10090	likely
69792	Med6	10090	likely
69807	Trim32	10090	likely
69809	Pou2af2	10090	likely
69837	Pcgf1	10090	likely
70020	Ino80b	10090	likely
70069	H1f7	10090	likely
70088	Meaf6	10090	likely
70103	Znhit1	10090	likely
70122	Mllt3	10090	likely
70208	Med23	10090	likely
70238	Rnf168	10090	likely
70315	Hdac8	10090	likely
70350	Basp1	10090	likely
70408	Polr3f	10090	likely
70439	Taf15	10090	likely
70461	Crtc3	10090	likely
70465	Wdr77	10090	likely
70470	Rprd1b	10090	likely
70472	Atad2	10090	likely
70511	Eef2kmt	10090	likely
70571	Tcerg1l	10090	likely
70601	Ecd	10090	likely
70625	Med26	10090	likely
70645	Oip5	10090	likely
70681	Abraxas1	10090	likely
70769	Nolc1	10090	likely
70790	Ubr5	10090	likely
70802	Pwwp2a	10090	likely
70827	Trak2	10090	likely
70925	Cdkn2aip	10090	likely
70998	Phf6	10090	likely
70999	Naa40	10090	likely
71059	Hexim2	10090	likely
71101	Uvssa	10090	likely
71175	Nipbl	10090	likely
71330	Rcbtb1	10090	likely
71389	Chd6	10090	likely
71458	Bcor	10090	likely
71492	Bbs7	10090	likely
71609	Tradd	10090	likely
71648	Optn	10090	likely
71735	Lrwd1	10090	likely
71769	Bbs10	10090	likely
71777	Ing3	10090	likely
71828	Gtf2a1l	10090	likely
71835	Lancl2	10090	likely
71876	Cenpu	10090	likely
71890	Mad2l2	10090	likely
71902	Cand1	10090	likely
71952	Riox1	10090	likely
71954	Suds3	10090	likely
71974	Prmt3	10090	likely
71981	Tdrd12	10090	likely
71990	Ddx54	10090	likely
72041	Alkbh4	10090	likely
72057	Phf10	10090	likely
72065	Rap2c	10090	likely
72068	Cnot2	10090	likely
72096	Eef1akmt2	10090	likely
72103	Aplf	10090	likely
72117	Naa50	10090	likely
72135	Pygo1	10090	likely
72155	Cenpn	10090	likely
72162	Dhx36	10090	likely
72169	Trim29	10090	likely
72183	Snx6	10090	likely
72195	Supt7l	10090	likely
72199	Mms19	10090	likely
72344	Usp36	10090	likely
72416	Lrpprc	10090	likely
72440	Rhno1	10090	likely
72459	Htatsf1	10090	likely
72462	Rrp1b	10090	likely
72475	Ssbp3	10090	likely
72480	Tspyl4	10090	likely
72512	Sting1	10090	likely
72515	Wdr43	10090	likely
72562	Pcbd2	10090	likely
72567	Bclaf1	10090	likely
72568	Lin9	10090	likely
72569	Bbs5	10090	likely
72612	Hpf1	10090	likely
72693	Zcchc12	10090	likely
72701	Zfp618	10090	likely
72749	Tonsl	10090	likely
72895	Setd5	10090	likely
72949	Ccnt2	10090	likely
72960	Top1mt	10090	likely
73086	Rps6ka5	10090	likely
73122	Tgfbrap1	10090	less likely
73139	Cenpv	10090	likely
73178	Wasl	10090	likely
73247	Mrgbp	10090	likely
73251	Setd7	10090	likely
73381	Cmtm2a	10090	likely
73390	Msl3l2	10090	likely
73473	Iws1	10090	likely
73503	Mbd3l1	10090	likely
73569	Vgll3	10090	likely
73668	Ttc21b	10090	likely
73674	Wdr75	10090	likely
73693	Dppa4	10090	likely
73703	Dppa2	10090	likely
73708	Dppa3	10090	likely
73739	Cby1	10090	likely
73845	Ankrd42	10090	likely
73884	Zdbf2	10090	likely
73914	Irak3	10090	likely
74026	Msl1	10090	likely
74044	Ttf2	10090	likely
74053	Grip1	10090	less likely
74106	Dcaf6	10090	likely
74112	Usp16	10090	likely
74132	Rnf6	10090	likely
74195	Elp3	10090	likely
74244	Atg7	10090	likely
74319	Mettl23	10090	likely
74343	Crtc2	10090	likely
74355	Smchd1	10090	likely
74370	Rptor	10090	likely
74414	Polr3c	10090	likely
74427	Eaf1	10090	likely
74490	Mamstr	10090	likely
74499	Sost	10090	less likely
74522	Morc2a	10090	likely
74691	Tdrd9	10090	likely
74716	Wbp2nl	10090	likely
74729	Setmar	10090	likely
74735	Trim14	10090	likely
74737	Pcf11	10090	likely
74763	Naa60	10090	likely
74838	Naa15	10090	likely
74996	Usp47	10090	likely
75137	Rprd2	10090	likely
75273	Pelp1	10090	likely
75316	Taf1d	10090	likely
75329	Atf7ip2	10090	likely
75339	Mphosph8	10090	likely
75387	Sirt4	10090	likely
75452	Ascc2	10090	likely
75467	Stpg4	10090	likely
75560	Ep400	10090	likely
75565	Sgf29	10090	likely
75613	Med25	10090	likely
75725	Phf14	10090	likely
75746	Morc4	10090	likely
75788	Smurf1	10090	likely
75796	Cdyl2	10090	likely
75826	Senp2	10090	likely
76007	Zmym2	10090	likely
76022	Gon4l	10090	likely
76044	Ncapg2	10090	likely
76055	Oga	10090	likely
76073	Pcgf5	10090	likely
76131	Depdc1a	10090	likely
76199	Med13l	10090	likely
76238	Grhpr	10090	likely
76246	Rtf1	10090	likely
76251	Ercc6l2	10090	likely
76260	Ttc8	10090	likely
76681	Trim12a	10090	likely
76719	Kansl1	10090	likely
76781	Mettl4	10090	likely
76793	Snip1	10090	likely
76804	Kdm4c	10090	likely
76900	Ssbp4	10090	likely
76901	Jade2	10090	likely
77006	Ddrgk1	10090	likely
77035	Kdm8	10090	likely
77045	Bcl7a	10090	likely
77578	Bcl9	10090	likely
77605	H2az2	10090	likely
77627	Efcab6	10090	likely
77632	Pramel13	10090	likely
77683	Ehmt1	10090	likely
77766	Elp4	10090	likely
77853	Msl2	10090	likely
77889	Lbh	10090	likely
77976	Nuak1	10090	likely
77987	Ascc3	10090	likely
78473	Skap1	10090	less likely
78656	Brd8	10090	likely
78658	Ncapd3	10090	likely
78783	Brpf1	10090	likely
78893	Cnot10	10090	likely
78943	Ern1	10090	less likely
78962	Per3	10116	likely
78969	Trib1	10116	likely
78973	Senp2	10116	likely
78975	Prkaa2	10116	less likely
78986	DUSP26	9606	likely
79039	DDX54	9606	likely
79084	WDR77	9606	likely
79091	METTL22	9606	likely
79101	TAF1D	9606	likely
79114	Fgfr1	10116	less likely
79116	Apex1	10116	likely
79124	Anxa4	10116	likely
79128	Dab2	10116	likely
79155	TNIP2	9606	likely
79184	BRCC3	9606	likely
79209	Frk	10116	less likely
79215	Mtpn	10116	likely
79221	Hdac9	10090	likely
79223	Gk	10116	less likely
79256	Hnrnpd	10116	likely
79257	Axin1	10116	likely
79366	HMGN5	9606	likely
79447	PAGR1	9606	likely
79451	Fabp4	10116	likely
79558	Acvr1	10116	less likely
79576	NKAP	9606	likely
79577	CDC73	9606	likely
79594	MUL1	9606	likely
79595	SAP130	9606	likely
79609	VCPKMT	9606	likely
79612	NAA16	9606	likely
79647	AKIRIN1	9606	likely
79664	ICE2	9606	likely
79677	SMC6	9606	likely
79682	CENPU	9606	likely
79685	SAP30L	9606	likely
79697	RIOX1	9606	likely
79710	MORC4	9606	likely
79718	TBL1XR1	9606	likely
79723	SUV39H2	9606	likely
79738	BBS10	9606	likely
79753	SNIP1	9606	likely
79809	TTC21B	9606	likely
79811	SLTM	9606	likely
79813	EHMT1	9606	likely
79816	TLE6	9606	likely
79829	NAA40	9606	likely
79831	KDM8	9606	likely
79871	RPAP2	9606	likely
79885	HDAC11	9606	likely
79902	NUP85	9606	likely
79903	NAA60	9606	likely
79913	ACTR5	9606	likely
79918	SETD6	9606	likely
79921	TCEAL4	9606	likely
79960	JADE1	9606	likely
80012	PHC3	9606	likely
80063	ATF7IP2	9606	likely
80155	NAA15	9606	likely
80173	IFT74	9606	less likely
80184	CEP290	9606	likely
80196	RNF34	9606	likely
80205	CHD9	9606	likely
80218	NAA50	9606	likely
80237	ELL3	9606	likely
80278	Cdk5rap3	10116	likely
80279	CDK5RAP3	9606	likely
80280	Cdk5rap3	10090	likely
80285	Parp9	10090	likely
80288	Bcl9l	10090	likely
80306	MED28	9606	likely
80314	EPC1	9606	likely
80336	PABPC1L	9606	likely
80349	SKIC8	9606	likely
80509	Med8	10090	likely
80707	Wwox	10090	less likely
80722	Sost	10116	less likely
80748	BC004004	10090	likely
80751	Rnf34	10090	likely
80838	H1f1	10090	likely
80853	KDM7A	9606	likely
80854	SETD7	9606	likely
80859	Nfkbiz	10090	likely
81000	Rad54l2	10090	likely
81004	Tbl1xr1	10090	likely
81488	POLR2M	9606	likely
81489	Dnajb1	10090	likely
81507	Bmpr1a	10116	less likely
81525	Nfkbib	10116	likely
81528	Ogg1	10116	likely
81550	TDRD3	9606	likely
81559	TRIM11	9606	likely
81603	TRIM8	9606	likely
81606	LBH	9606	likely
81611	ANP32E	9606	likely
81634	Actn1	10116	less likely
81649	Mapk14	10116	less likely
81650	Csnk2b	10116	likely
81679	Jup	10116	likely
81717	Ctbp2	10116	likely
81738	Nup98	10116	likely
81758	Rbl2	10116	likely
81771	Rps6ka1	10116	likely
81807	Elob	10116	likely
81810	Tgfbr2	10116	less likely
81816	Ube2b	10116	likely
81822	Actb	10116	less likely
81827	Psmc5	10116	likely
81857	MED25	9606	likely
81898	Sf3b1	10090	likely
83422	Pias2	10116	likely
83444	INO80B	9606	likely
83456	Mov10l1	10090	likely
83477	Bcl10	10116	likely
83508	Timeless	10116	likely
83516	Ppargc1a	10116	likely
83561	Tdrd1	10090	likely
83571	Cdkn1b	10116	likely
83614	Pias3	10116	likely
83617	Hipk3	10116	likely
83620	Cit	10116	likely
83637	ZMIZ2	9606	likely
83666	PARP9	9606	likely
83695	RHNO1	9606	likely
83712	Rbbp7	10116	likely
83714	NRIP2	9606	likely
83721	Dvl1	10116	likely
83737	ITCH	9606	likely
83740	H2AB3	9606	likely
83743	GRWD1	9606	likely
83746	L3MBTL2	9606	likely
83766	Actl6b	10090	less likely
83785	Vegfa	10116	less likely
83796	Smarcd2	10090	likely
83797	Smarcd1	10090	likely
83801	Ptms	10116	likely
83805	Src	10116	less likely
83833	Smarcd2	10116	likely
83884	SLC25A2	9606	less likely
83903	HASPIN	9606	likely
83933	HDAC10	9606	likely
83945	Dnaja3	10090	likely
83946	Phip	10090	likely
83983	TSSK6	9606	likely
83984	Tssk6	10090	likely
83985	SPNS1	9606	likely
83989	ARB2A	9606	likely
83990	BRIP1	9606	likely
84006	Prkci	10116	less likely
84010	Dll1	10116	less likely
84016	Grip1	10116	less likely
84027	Gsk3b	10116	less likely
84032	Col3a1	10116	less likely
84083	ZRANB3	9606	likely
84105	PCBD2	9606	likely
84113	Ptov1	10090	likely
84128	WDR75	9606	likely
84142	ABRAXAS1	9606	likely
84164	ASCC2	9606	likely
84181	CHD6	9606	likely
84193	SETD3	9606	likely
84246	MED10	9606	likely
84250	SLF1	9606	likely
84265	POLR3GL	9606	likely
84289	ING5	9606	likely
84295	PHF6	9606	likely
84298	LLPH	9606	likely
84312	BRMS1L	9606	likely
84313	VPS25	9606	likely
84324	SARNP	9606	likely
84333	PCGF5	9606	likely
84337	ELOF1	9606	likely
84351	Ikbkb	10116	likely
84352	Col1a2	10116	less likely
84353	Ctnnb1	10116	likely
84354	Ssbp3	10116	likely
84401	Puf60	10116	likely
84424	Tle3	10116	likely
84426	Wnt4	10116	likely
84441	MAML2	9606	likely
84469	Maged1	10116	likely
84473	Ddx20	10116	likely
84474	Ddx1	10116	likely
84481	Arid4b	10116	likely
84509	Ran	10116	likely
84574	Tgfb1i1	10116	likely
84576	Hdac1l	10116	likely
84577	Hdac2	10116	likely
84578	Hdac3	10116	likely
84581	Hdac6	10116	likely
84582	Hdac7	10116	likely
84629	TNRC18	9606	likely
84660	CCDC62	9606	likely
84661	DPY30	9606	likely
84695	LOXL3	9606	likely
84717	HDGFL2	9606	likely
84759	PCGF1	9606	likely
84787	KMT5C	9606	likely
84792	FAM220A	9606	likely
84807	NFKBID	9606	likely
84823	LMNB2	9606	likely
84851	TRIM52	9606	likely
84864	RIOX2	9606	likely
84875	PARP10	9606	likely
84901	NFATC2IP	9606	likely
84916	UTP4	9606	likely
84934	RITA1	9606	likely
84939	PWWP3A	9606	likely
84944	MAEL	9606	likely
84962	AJUBA	9606	likely
85004	RERG	9606	likely
85012	TCEAL3	9606	likely
85235	H2AC12	9606	likely
85252	Xpo1	10116	likely
85265	Ajuba	10116	likely
