Gene_ID	human_gene_ID	TaxID	gene_symbol	human_gene_symbol	unique_human_gene_ID	unique_human_gene_symbol	HGNC_ID	unique_HGNC_ID
2695	2695	9606	GIP	GIP	2695	GIP	HGNC:4270	HGNC:4270
54585	54585	9606	LZTFL1	LZTFL1	54585	LZTFL1	HGNC:6741	HGNC:6741
9214	9214	9606	FCMR	FCMR	9214	FCMR	HGNC:14315	HGNC:14315
23234	23234	9606	DNAJC9	DNAJC9	23234	DNAJC9	HGNC:19123	HGNC:19123
1984	1984	9606	EIF5A	EIF5A	1984	EIF5A	HGNC:3300	HGNC:3300
80350	80350	9606	LPAL2	LPAL2	80350	LPAL2	HGNC:21210	HGNC:21210
2069	2069	9606	EREG	EREG	2069	EREG	HGNC:3443	HGNC:3443
11052	11052	9606	CPSF6	CPSF6	11052	CPSF6	HGNC:13871	HGNC:13871
10635	10635	9606	RAD51AP1	RAD51AP1	10635	RAD51AP1	HGNC:16956	HGNC:16956
8360	8360	9606	H4C4	H4C4	8360	H4C4	HGNC:4782	HGNC:4782
768222	768222	9606	MIR770	MIR770	768222	MIR770	HGNC:33143	HGNC:33143
54977	54977	9606	SLC25A38	SLC25A38	54977	SLC25A38	HGNC:26054	HGNC:26054
6712	6712	9606	SPTBN2	SPTBN2	6712	SPTBN2	HGNC:11276	HGNC:11276
23152	23152	9606	CIC	CIC	23152	CIC	HGNC:14214	HGNC:14214
1509	1509	9606	CTSD	CTSD	1509	CTSD	HGNC:2529	HGNC:2529
51327	51327	9606	AHSP	AHSP	51327	AHSP	HGNC:18075	HGNC:18075
11141	11141	9606	IL1RAPL1	IL1RAPL1	11141	IL1RAPL1	HGNC:5996	HGNC:5996
1294	1294	9606	COL7A1	COL7A1	1294	COL7A1	HGNC:2214	HGNC:2214
8028	8028	9606	MLLT10	MLLT10	8028	MLLT10	HGNC:16063	HGNC:16063
84684	84684	9606	INSM2	INSM2	84684	INSM2	HGNC:17539	HGNC:17539
6238	6238	9606	RRBP1	RRBP1	6238	RRBP1	HGNC:10448	HGNC:10448
25764	25764	9606	HYPK	HYPK	25764	HYPK	HGNC:18418	HGNC:18418
9037	9037	9606	SEMA5A	SEMA5A	9037	SEMA5A	HGNC:10736	HGNC:10736
60436	60436	9606	TGIF2	TGIF2	60436	TGIF2	HGNC:15764	HGNC:15764
406899	406899	9606	MIR106A	MIR106A	406899	MIR106A	HGNC:31494	HGNC:31494
64220	64220	9606	STRA6	STRA6	64220	STRA6	HGNC:30650	HGNC:30650
2631	2631	9606	NIPSNAP2	NIPSNAP2	2631	NIPSNAP2	HGNC:4179	HGNC:4179
1017	1017	9606	CDK2	CDK2	1017	CDK2	HGNC:1771	HGNC:1771
108354	None	10090	Iap1	None	None	None	None	None
4167	4167	9606	MCDR1	MCDR1	4167	MCDR1	None	None
170302	170302	9606	ARX	ARX	170302	ARX	HGNC:18060	HGNC:18060
7398	7398	9606	USP1	USP1	7398	USP1	HGNC:12607	HGNC:12607
8694	8694	9606	DGAT1	DGAT1	8694	DGAT1	HGNC:2843	HGNC:2843
9939	9939	9606	RBM8A	RBM8A	9939	RBM8A	HGNC:9905	HGNC:9905
100128274	100128274	9606	LOC100128274	LOC100128274	100128274	LOC100128274	None	None
55576	55576	9606	STAB2	STAB2	55576	STAB2	HGNC:18629	HGNC:18629
55333	55333	9606	SYNJ2BP	SYNJ2BP	55333	SYNJ2BP	HGNC:18955	HGNC:18955
3216	3216	9606	HOXB6	HOXB6	3216	HOXB6	HGNC:5117	HGNC:5117
79054	79054	9606	TRPM8	TRPM8	79054	TRPM8	HGNC:17961	HGNC:17961
55578	55578	9606	SUPT20H	SUPT20H	55578	SUPT20H	HGNC:20596	HGNC:20596
6657	6657	9606	SOX2	SOX2	6657	SOX2	HGNC:11195	HGNC:11195
6432	6432	9606	SRSF7	SRSF7	6432	SRSF7	HGNC:10789	HGNC:10789
57582	57582	9606	KCNT1	KCNT1	57582	KCNT1	HGNC:18865	HGNC:18865
5549	5549	9606	PRELP	PRELP	5549	PRELP	HGNC:9357	HGNC:9357
221545	221545	9606	C6orf136	C6orf136	221545	C6orf136	HGNC:21301	HGNC:21301
6867	6867	9606	TACC1	TACC1	6867	TACC1	HGNC:11522	HGNC:11522
7423	7423	9606	VEGFB	VEGFB	7423	VEGFB	HGNC:12681	HGNC:12681
3766	3766	9606	KCNJ10	KCNJ10	3766	KCNJ10	HGNC:6256	HGNC:6256
837	837	9606	CASP4	CASP4	837	CASP4	HGNC:1505	HGNC:1505
3200	3200	9606	HOXA3	HOXA3	3200	HOXA3	HGNC:5104	HGNC:5104
83895	83895	9606	KRTAP1-5	KRTAP1-5	83895	KRTAP1-5	HGNC:16777	HGNC:16777
5339	5339	9606	PLEC	PLEC	5339	PLEC	HGNC:9069	HGNC:9069
55897	55897	9606	MESP1	MESP1	55897	MESP1	HGNC:29658	HGNC:29658
51400	51400	9606	PPME1	PPME1	51400	PPME1	HGNC:30178	HGNC:30178
1510	1510	9606	CTSE	CTSE	1510	CTSE	HGNC:2530	HGNC:2530
11326	11326	9606	VSIG4	VSIG4	11326	VSIG4	HGNC:17032	HGNC:17032
3352	3352	9606	HTR1D	HTR1D	3352	HTR1D	HGNC:5289	HGNC:5289
63978	63978	9606	PRDM14	PRDM14	63978	PRDM14	HGNC:14001	HGNC:14001
574456	574456	9606	MIR497	MIR497	574456	MIR497	HGNC:32088	HGNC:32088
103344929	103344929	9606	BGLT3	BGLT3	103344929	BGLT3	HGNC:49033	HGNC:49033
155054	155054	9606	ZNF425	ZNF425	155054	ZNF425	HGNC:20690	HGNC:20690
1910	1910	9606	EDNRB	EDNRB	1910	EDNRB	HGNC:3180	HGNC:3180
149095	149095	9606	DCST1	DCST1	149095	DCST1	HGNC:26539	HGNC:26539
64151	64151	9606	NCAPG	NCAPG	64151	NCAPG	HGNC:24304	HGNC:24304
9623	9623	9606	TCL1B	TCL1B	9623	TCL1B	HGNC:11649	HGNC:11649
51444	51444	9606	RNF138	RNF138	51444	RNF138	HGNC:17765	HGNC:17765
401630	401630	9606	FAM224A	FAM224A	401630	FAM224A	None	None
2822	2822	9606	GPLD1	GPLD1	2822	GPLD1	HGNC:4459	HGNC:4459
4496	4496	9606	MT1H	MT1H	4496	MT1H	HGNC:7400	HGNC:7400
22880	22880	9606	MORC2	MORC2	22880	MORC2	HGNC:23573	HGNC:23573
2046	2046	9606	EPHA8	EPHA8	2046	EPHA8	HGNC:3391	HGNC:3391
3101	3101	9606	HK3	HK3	3101	HK3	HGNC:4925	HGNC:4925
51280	51280	9606	GOLM1	GOLM1	51280	GOLM1	HGNC:15451	HGNC:15451
9657	9657	9606	IQCB1	IQCB1	9657	IQCB1	HGNC:28949	HGNC:28949
28232	28232	9606	SLCO3A1	SLCO3A1	28232	SLCO3A1	HGNC:10952	HGNC:10952
23581	23581	9606	CASP14	CASP14	23581	CASP14	HGNC:1502	HGNC:1502
9254	9254	9606	CACNA2D2	CACNA2D2	9254	CACNA2D2	HGNC:1400	HGNC:1400
693122	693122	9606	MIR421	MIR421	693122	MIR421	HGNC:32793	HGNC:32793
58525	58525	9606	WIZ	WIZ	58525	WIZ	HGNC:30917	HGNC:30917
171017	171017	9606	ZNF384	ZNF384	171017	ZNF384	HGNC:11955	HGNC:11955
6899	6899	9606	TBX1	TBX1	6899	TBX1	HGNC:11592	HGNC:11592
51337	51337	9606	THEM6	THEM6	51337	THEM6	HGNC:29656	HGNC:29656
2212	2212	9606	FCGR2A	FCGR2A	2212	FCGR2A	HGNC:3616	HGNC:3616
9382	9382	9606	COG1	COG1	9382	COG1	HGNC:6545	HGNC:6545
27471	None	10090	16S	None	None	None	None	None
84271	84271	9606	POLDIP3	POLDIP3	84271	POLDIP3	HGNC:23782	HGNC:23782
23678	23678	9606	SGK3	SGK3	23678	SGK3	HGNC:10812	HGNC:10812
634	634	9606	CEACAM1	CEACAM1	634	CEACAM1	HGNC:1814	HGNC:1814
414301	414301	9606	DDI1	DDI1	414301	DDI1	HGNC:18961	HGNC:18961
728911	728911	9606	CT45A2	CT45A2	728911	CT45A2	HGNC:28400	HGNC:28400
84894	84894	9606	LINGO1	LINGO1	84894	LINGO1	HGNC:21205	HGNC:21205
1945	1945	9606	EFNA4	EFNA4	1945	EFNA4	HGNC:3224	HGNC:3224
94103	94103	9606	ORMDL3	ORMDL3	94103	ORMDL3	HGNC:16038	HGNC:16038
6450	6450	9606	SH3BGR	SH3BGR	6450	SH3BGR	HGNC:10822	HGNC:10822
26100	26100	9606	WIPI2	WIPI2	26100	WIPI2	HGNC:32225	HGNC:32225
3197	3197	9606	HOXA@	HOXA@	3197	HOXA@	None	None
22902	22902	9606	RUFY3	RUFY3	22902	RUFY3	HGNC:30285	HGNC:30285
2994	2994	9606	GYPB	GYPB	2994	GYPB	HGNC:4703	HGNC:4703
1290	1290	9606	COL5A2	COL5A2	1290	COL5A2	HGNC:2210	HGNC:2210
10849	10849	9606	POLR1G	POLR1G	10849	POLR1G	HGNC:24219	HGNC:24219
104355217	104355217	9606	ERICD	ERICD	104355217	ERICD	None	None
5672	5672	9606	PSG4	PSG4	5672	PSG4	None	None
23265	23265	9606	EXOC7	EXOC7	23265	EXOC7	HGNC:23214	HGNC:23214
6366	6366	9606	CCL21	CCL21	6366	CCL21	HGNC:10620	HGNC:10620
4908	4908	9606	NTF3	NTF3	4908	NTF3	HGNC:8023	HGNC:8023
11262	11262	9606	SP140	SP140	11262	SP140	HGNC:17133	HGNC:17133
10869	10869	9606	USP19	USP19	10869	USP19	HGNC:12617	HGNC:12617
112398	112398	9606	EGLN2	EGLN2	112398	EGLN2	HGNC:14660	HGNC:14660
113	113	9606	ADCY7	ADCY7	113	ADCY7	HGNC:238	HGNC:238
2175	2175	9606	FANCA	FANCA	2175	FANCA	HGNC:3582	HGNC:3582
254128	254128	9606	NIFK-AS1	NIFK-AS1	254128	NIFK-AS1	HGNC:27385	HGNC:27385
9231	9231	9606	DLG5	DLG5	9231	DLG5	HGNC:2904	HGNC:2904
400456	400456	9606	LETR1	LETR1	400456	LETR1	HGNC:49597	HGNC:49597
161	161	9606	AP2A2	AP2A2	161	AP2A2	HGNC:562	HGNC:562
26136	26136	9606	TES	TES	26136	TES	HGNC:14620	HGNC:14620
3120	3120	9606	HLA-DQB2	HLA-DQB2	3120	HLA-DQB2	HGNC:4945	HGNC:4945
23368	23368	9606	PPP1R13B	PPP1R13B	23368	PPP1R13B	HGNC:14950	HGNC:14950
64682	64682	9606	ANAPC1	ANAPC1	64682	ANAPC1	HGNC:19988	HGNC:19988
101929730	101929730	9606	LINC01352	LINC01352	101929730	LINC01352	HGNC:50578	HGNC:50578
100314074	None	10116	Mir215	None	None	None	None	None
8540	8540	9606	AGPS	AGPS	8540	AGPS	HGNC:327	HGNC:327
25940	25940	9606	FAM98A	FAM98A	25940	FAM98A	HGNC:24520	HGNC:24520
55018	55018	9606	ANKRD40CL	ANKRD40CL	55018	ANKRD40CL	HGNC:26080	HGNC:26080
26149	26149	9606	ZNF658	ZNF658	26149	ZNF658	HGNC:25226	HGNC:25226
23075	23075	9606	SWAP70	SWAP70	23075	SWAP70	HGNC:17070	HGNC:17070
5003	5003	9606	SLC22A18AS	SLC22A18AS	5003	SLC22A18AS	HGNC:10965	HGNC:10965
407056	407056	9606	MIR99B	MIR99B	407056	MIR99B	HGNC:31651	HGNC:31651
4665	4665	9606	NAB2	NAB2	4665	NAB2	HGNC:7627	HGNC:7627
1357	1357	9606	CPA1	CPA1	1357	CPA1	HGNC:2296	HGNC:2296
11075	11075	9606	STMN2	STMN2	11075	STMN2	HGNC:10577	HGNC:10577
147040	147040	9606	KCTD11	KCTD11	147040	KCTD11	HGNC:21302	HGNC:21302
147746	147746	9606	HIPK4	HIPK4	147746	HIPK4	HGNC:19007	HGNC:19007
9975	9975	9606	NR1D2	NR1D2	9975	NR1D2	HGNC:7963	HGNC:7963
84973	84973	9606	SNHG7	SNHG7	84973	SNHG7	HGNC:28254	HGNC:28254
23177	23177	9606	CEP68	CEP68	23177	CEP68	HGNC:29076	HGNC:29076
3491	3491	9606	CCN1	CCN1	3491	CCN1	HGNC:2654	HGNC:2654
51074	51074	9606	APIP	APIP	51074	APIP	HGNC:17581	HGNC:17581
3067	3067	9606	HDC	HDC	3067	HDC	HGNC:4855	HGNC:4855
375295	375295	9606	LINC01116	LINC01116	375295	LINC01116	HGNC:49259	HGNC:49259
57628	57628	9606	DPP10	DPP10	57628	DPP10	HGNC:20823	HGNC:20823
4758	4758	9606	NEU1	NEU1	4758	NEU1	HGNC:7758	HGNC:7758
50639	50639	9606	MBL3P	MBL3P	50639	MBL3P	None	None
341032	341032	9606	POU2AF2	POU2AF2	341032	POU2AF2	HGNC:30527	HGNC:30527
389421	389421	9606	LIN28B	LIN28B	389421	LIN28B	HGNC:32207	HGNC:32207
347902	347902	9606	AMIGO2	AMIGO2	347902	AMIGO2	HGNC:24073	HGNC:24073
55197	55197	9606	RPRD1A	RPRD1A	55197	RPRD1A	HGNC:25560	HGNC:25560
110067	None	10090	Tcrg	None	None	None	None	None
3705	3705	9606	ITPK1	ITPK1	3705	ITPK1	HGNC:6177	HGNC:6177
100302129	100302129	9606	MIR1915	MIR1915	100302129	MIR1915	HGNC:35399	HGNC:35399
914	914	9606	CD2	CD2	914	CD2	HGNC:1639	HGNC:1639
80823	80823	9606	GPRASP3	GPRASP3	80823	GPRASP3	HGNC:29353	HGNC:29353
1999	1999	9606	ELF3	ELF3	1999	ELF3	HGNC:3318	HGNC:3318
197320	197320	9606	ZNF778	ZNF778	197320	ZNF778	HGNC:26479	HGNC:26479
2769	2769	9606	GNA15	GNA15	2769	GNA15	HGNC:4383	HGNC:4383
7049	7049	9606	TGFBR3	TGFBR3	7049	TGFBR3	HGNC:11774	HGNC:11774
8895	8895	9606	CPNE3	CPNE3	8895	CPNE3	HGNC:2316	HGNC:2316
146664	146664	9606	MGAT5B	MGAT5B	146664	MGAT5B	HGNC:24140	HGNC:24140
514	514	9606	ATP5F1E	ATP5F1E	514	ATP5F1E	HGNC:838	HGNC:838
8605	8605	9606	PLA2G4C	PLA2G4C	8605	PLA2G4C	HGNC:9037	HGNC:9037
338412	338412	9606	TAS2R64P	TAS2R64P	338412	TAS2R64P	None	None
4248	4248	9606	MGAT3	MGAT3	4248	MGAT3	HGNC:7046	HGNC:7046
4814	4814	9606	NINJ1	NINJ1	4814	NINJ1	HGNC:7824	HGNC:7824
5256	5256	9606	PHKA2	PHKA2	5256	PHKA2	HGNC:8926	HGNC:8926
55607	55607	9606	PPP1R9A	PPP1R9A	55607	PPP1R9A	HGNC:14946	HGNC:14946
338414	338414	9606	TAS2R18P	TAS2R18P	338414	TAS2R18P	None	None
7114	7114	9606	TMSB4X	TMSB4X	7114	TMSB4X	HGNC:11881	HGNC:11881
6231	6231	9606	RPS26	RPS26	6231	RPS26	HGNC:10414	HGNC:10414
8693	8693	9606	GALNT4	GALNT4	8693	GALNT4	HGNC:4126	HGNC:4126
100314071	None	10116	Mir489	None	None	None	None	None
7475	7475	9606	WNT6	WNT6	7475	WNT6	HGNC:12785	HGNC:12785
84251	84251	9606	SGIP1	SGIP1	84251	SGIP1	HGNC:25412	HGNC:25412
1134	1134	9606	CHRNA1	CHRNA1	1134	CHRNA1	HGNC:1955	HGNC:1955
114991	114991	9606	ZNF618	ZNF618	114991	ZNF618	HGNC:29416	HGNC:29416
135138	135138	9606	PACRG	PACRG	135138	PACRG	HGNC:19152	HGNC:19152
51643	51643	9606	TMBIM4	TMBIM4	51643	TMBIM4	HGNC:24257	HGNC:24257
79966	79966	9606	SCD5	SCD5	79966	SCD5	HGNC:21088	HGNC:21088
5652	5652	9606	PRSS8	PRSS8	5652	PRSS8	HGNC:9491	HGNC:9491
6817	6817	9606	SULT1A1	SULT1A1	6817	SULT1A1	HGNC:11453	HGNC:11453
503569	503569	9606	RGMB-AS1	RGMB-AS1	503569	RGMB-AS1	HGNC:48666	HGNC:48666
3732	3732	9606	CD82	CD82	3732	CD82	HGNC:6210	HGNC:6210
9908	9908	9606	G3BP2	G3BP2	9908	G3BP2	HGNC:30291	HGNC:30291
23511	23511	9606	NUP188	NUP188	23511	NUP188	HGNC:17859	HGNC:17859
64091	64091	9606	POPDC2	POPDC2	64091	POPDC2	HGNC:17648	HGNC:17648
23357	23357	9606	ANGEL1	ANGEL1	23357	ANGEL1	HGNC:19961	HGNC:19961
109983	None	10090	Ce2	None	None	None	None	None
317749	317749	9606	DHRS4L2	DHRS4L2	317749	DHRS4L2	HGNC:19731	HGNC:19731
5338	5338	9606	PLD2	PLD2	5338	PLD2	HGNC:9068	HGNC:9068
793	793	9606	CALB1	CALB1	793	CALB1	HGNC:1434	HGNC:1434
130507	130507	9606	UBR3	UBR3	130507	UBR3	HGNC:30467	HGNC:30467
100885789	100885789	9606	IFNG-AS1	IFNG-AS1	100885789	IFNG-AS1	HGNC:43910	HGNC:43910
3104	3104	9606	ZBTB48	ZBTB48	3104	ZBTB48	HGNC:4930	HGNC:4930
4222	4222	9606	MEOX1	MEOX1	4222	MEOX1	HGNC:7013	HGNC:7013
24149	24149	9606	ZNF318	ZNF318	24149	ZNF318	HGNC:13578	HGNC:13578
100289462	100289462	9606	DEFB4B	DEFB4B	100289462	DEFB4B	None	None
53635	53635	9606	PTOV1	PTOV1	53635	PTOV1	HGNC:9632	HGNC:9632
4747	4747	9606	NEFL	NEFL	4747	NEFL	HGNC:7739	HGNC:7739
130557	130557	9606	ZNF513	ZNF513	130557	ZNF513	HGNC:26498	HGNC:26498
8718	8718	9606	TNFRSF25	TNFRSF25	8718	TNFRSF25	HGNC:11910	HGNC:11910
7343	7343	9606	UBTF	UBTF	7343	UBTF	HGNC:12511	HGNC:12511
116496	116496	9606	NIBAN1	NIBAN1	116496	NIBAN1	HGNC:16784	HGNC:16784
105031671	105031671	9606	VVS	VVS	105031671	VVS	None	None
105375808	105375808	9606	LOC105375808	LOC105375808	105375808	LOC105375808	None	None
101954271	101954271	9606	RNU6-9	RNU6-9	101954271	RNU6-9	HGNC:34269	HGNC:34269
54502	54502	9606	RBM47	RBM47	54502	RBM47	HGNC:30358	HGNC:30358
1793	1793	9606	DOCK1	DOCK1	1793	DOCK1	HGNC:2987	HGNC:2987
2658	2658	9606	GDF2	GDF2	2658	GDF2	HGNC:4217	HGNC:4217
10630	10630	9606	PDPN	PDPN	10630	PDPN	HGNC:29602	HGNC:29602
54784	54784	9606	ALKBH4	ALKBH4	54784	ALKBH4	HGNC:21900	HGNC:21900
117531	117531	9606	TMC1	TMC1	117531	TMC1	HGNC:16513	HGNC:16513
6601	6601	9606	SMARCC2	SMARCC2	6601	SMARCC2	HGNC:11105	HGNC:11105
56984	56984	9606	PSMG2	PSMG2	56984	PSMG2	HGNC:24929	HGNC:24929
4153	4153	9606	MBL2	MBL2	4153	MBL2	HGNC:6922	HGNC:6922
406912	406912	9606	MIR125B2	MIR125B2	406912	MIR125B2	HGNC:31507	HGNC:31507
2966	2966	9606	GTF2H2	GTF2H2	2966	GTF2H2	HGNC:4656	HGNC:4656
81572	81572	9606	PDRG1	PDRG1	81572	PDRG1	HGNC:16119	HGNC:16119
166614	166614	9606	DCLK2	DCLK2	166614	DCLK2	HGNC:19002	HGNC:19002
1755	1755	9606	DMBT1	DMBT1	1755	DMBT1	HGNC:2926	HGNC:2926
6554	6554	9606	SLC10A1	SLC10A1	6554	SLC10A1	HGNC:10905	HGNC:10905
3560	3560	9606	IL2RB	IL2RB	3560	IL2RB	HGNC:6009	HGNC:6009
221718	221718	9606	LINC00518	LINC00518	221718	LINC00518	None	None
55128	55128	9606	TRIM68	TRIM68	55128	TRIM68	HGNC:21161	HGNC:21161
4326	4326	9606	MMP17	MMP17	4326	MMP17	HGNC:7163	HGNC:7163
53916	53916	9606	RAB4B	RAB4B	53916	RAB4B	HGNC:9782	HGNC:9782
26206	26206	9606	SPAG8	SPAG8	26206	SPAG8	HGNC:14105	HGNC:14105
6349	6349	9606	CCL3L1	CCL3L1	6349	CCL3L1	HGNC:30554	HGNC:30554
83787	83787	9606	ARMC10	ARMC10	83787	ARMC10	HGNC:21706	HGNC:21706
6434	6434	9606	TRA2B	TRA2B	6434	TRA2B	HGNC:10781	HGNC:10781
64858	64858	9606	DCLRE1B	DCLRE1B	64858	DCLRE1B	HGNC:17641	HGNC:17641
1743	1743	9606	DLST	DLST	1743	DLST	HGNC:2911	HGNC:2911
9918	9918	9606	NCAPD2	NCAPD2	9918	NCAPD2	HGNC:24305	HGNC:24305
7137	7137	9606	TNNI3	TNNI3	7137	TNNI3	HGNC:11947	HGNC:11947
8832	8832	9606	CD84	CD84	8832	CD84	HGNC:1704	HGNC:1704
347745	347745	9606	PWAR4	PWAR4	347745	PWAR4	None	None
6452	6452	9606	SH3BP2	SH3BP2	6452	SH3BP2	HGNC:10825	HGNC:10825
185	185	9606	AGTR1	AGTR1	185	AGTR1	HGNC:336	HGNC:336
10440	10440	9606	TIMM17A	TIMM17A	10440	TIMM17A	HGNC:17315	HGNC:17315
90338	90338	9606	ZNF160	ZNF160	90338	ZNF160	HGNC:12948	HGNC:12948
641373	641373	9606	NRON	NRON	641373	NRON	None	None
1392	1392	9606	CRH	CRH	1392	CRH	HGNC:2355	HGNC:2355
10656	10656	9606	KHDRBS3	KHDRBS3	10656	KHDRBS3	HGNC:18117	HGNC:18117
4332	4332	9606	MNDA	MNDA	4332	MNDA	HGNC:7183	HGNC:7183
80005	80005	9606	DOCK5	DOCK5	80005	DOCK5	HGNC:23476	HGNC:23476
51094	51094	9606	ADIPOR1	ADIPOR1	51094	ADIPOR1	HGNC:24040	HGNC:24040
338	338	9606	APOB	APOB	338	APOB	HGNC:603	HGNC:603
100847077	100847077	9606	MIR5688	MIR5688	100847077	MIR5688	HGNC:43463	HGNC:43463
56658	56658	9606	TRIM39	TRIM39	56658	TRIM39	HGNC:10065	HGNC:10065
4897	4897	9606	NRCAM	NRCAM	4897	NRCAM	HGNC:7994	HGNC:7994
10631	10631	9606	POSTN	POSTN	10631	POSTN	HGNC:16953	HGNC:16953
267	267	9606	AMFR	AMFR	267	AMFR	HGNC:463	HGNC:463
57649	57649	9606	PHF12	PHF12	57649	PHF12	HGNC:20816	HGNC:20816
10297	10297	9606	APC2	APC2	10297	APC2	HGNC:24036	HGNC:24036
22925	22925	9606	PLA2R1	PLA2R1	22925	PLA2R1	HGNC:9042	HGNC:9042
10528	10528	9606	NOP56	NOP56	10528	NOP56	HGNC:15911	HGNC:15911
375611	375611	9606	SLC26A5	SLC26A5	375611	SLC26A5	HGNC:9359	HGNC:9359
23636	23636	9606	NUP62	NUP62	23636	NUP62	HGNC:8066	HGNC:8066
121642	121642	9606	ALKBH2	ALKBH2	121642	ALKBH2	HGNC:32487	HGNC:32487
51135	51135	9606	IRAK4	IRAK4	51135	IRAK4	HGNC:17967	HGNC:17967
201294	201294	9606	UNC13D	UNC13D	201294	UNC13D	HGNC:23147	HGNC:23147
2245	2245	9606	FGD1	FGD1	2245	FGD1	HGNC:3663	HGNC:3663
64881	64881	9606	PCDH20	PCDH20	64881	PCDH20	HGNC:14257	HGNC:14257
93145	93145	9606	OLFM2	OLFM2	93145	OLFM2	HGNC:17189	HGNC:17189
9454	9454	9606	HOMER3	HOMER3	9454	HOMER3	HGNC:17514	HGNC:17514
3931	3931	9606	LCAT	LCAT	3931	LCAT	HGNC:6522	HGNC:6522
80755	80755	9606	AARSD1	AARSD1	80755	AARSD1	HGNC:28417	HGNC:28417
8493	8493	9606	PPM1D	PPM1D	8493	PPM1D	HGNC:9277	HGNC:9277
23529	23529	9606	CLCF1	CLCF1	23529	CLCF1	HGNC:17412	HGNC:17412
196475	196475	9606	RMST	RMST	196475	RMST	HGNC:29893	HGNC:29893
100130029	100130029	9606	HMGA1P6	HMGA1P6	100130029	HMGA1P6	None	None
23379	23379	9606	ICE1	ICE1	23379	ICE1	HGNC:29154	HGNC:29154
392617	392617	9606	ELFN1	ELFN1	392617	ELFN1	HGNC:33154	HGNC:33154
23683	23683	9606	PRKD3	PRKD3	23683	PRKD3	HGNC:9408	HGNC:9408
4802	4802	9606	NFYC	NFYC	4802	NFYC	HGNC:7806	HGNC:7806
7584	7584	9606	ZNF35	ZNF35	7584	ZNF35	HGNC:13099	HGNC:13099
100500880	100500880	9606	MIR3662	MIR3662	100500880	MIR3662	HGNC:38983	HGNC:38983
6164	6164	9606	RPL34	RPL34	6164	RPL34	HGNC:10340	HGNC:10340
26986	26986	9606	PABPC1	PABPC1	26986	PABPC1	HGNC:8554	HGNC:8554
225689	225689	9606	MAPK15	MAPK15	225689	MAPK15	HGNC:24667	HGNC:24667
56964	56964	9606	WDR93	WDR93	56964	WDR93	HGNC:26924	HGNC:26924
431707	431707	9606	LHX8	LHX8	431707	LHX8	HGNC:28838	HGNC:28838
102800311	102800311	9606	TP53COR1	TP53COR1	102800311	TP53COR1	None	None
693153	693153	9606	MIR568	MIR568	693153	MIR568	HGNC:32824	HGNC:32824
57453	57453	9606	DSCAML1	DSCAML1	57453	DSCAML1	HGNC:14656	HGNC:14656
6293	6293	9606	VPS52	VPS52	6293	VPS52	HGNC:10518	HGNC:10518
6713	6713	9606	SQLE	SQLE	6713	SQLE	HGNC:11279	HGNC:11279
632	632	9606	BGLAP	BGLAP	632	BGLAP	HGNC:1043	HGNC:1043
9947	9947	9606	MAGEC1	MAGEC1	9947	MAGEC1	HGNC:6812	HGNC:6812
9055	9055	9606	PRC1	PRC1	9055	PRC1	HGNC:9341	HGNC:9341
51267	51267	9606	CLEC1A	CLEC1A	51267	CLEC1A	HGNC:24355	HGNC:24355
57127	57127	9606	RHBG	RHBG	57127	RHBG	HGNC:14572	HGNC:14572
619960	None	10090	Igkv12-41	None	None	None	None	None
10974	10974	9606	ADIRF	ADIRF	10974	ADIRF	HGNC:24043	HGNC:24043
151473	151473	9606	SLC16A14	SLC16A14	151473	SLC16A14	HGNC:26417	HGNC:26417
131544	131544	9606	CRYBG3	CRYBG3	131544	CRYBG3	HGNC:34427	HGNC:34427
60675	60675	9606	PROK2	PROK2	60675	PROK2	HGNC:18455	HGNC:18455
53335	53335	9606	BCL11A	BCL11A	53335	BCL11A	HGNC:13221	HGNC:13221
129807	129807	9606	NEU4	NEU4	129807	NEU4	HGNC:21328	HGNC:21328
255877	255877	9606	BCL6B	BCL6B	255877	BCL6B	HGNC:1002	HGNC:1002
81502	81502	9606	HM13	HM13	81502	HM13	HGNC:16435	HGNC:16435
26053	26053	9606	AUTS2	AUTS2	26053	AUTS2	HGNC:14262	HGNC:14262
382	382	9606	ARF6	ARF6	382	ARF6	HGNC:659	HGNC:659
373	373	9606	TRIM23	TRIM23	373	TRIM23	HGNC:660	HGNC:660
63934	63934	9606	ZNF667	ZNF667	63934	ZNF667	HGNC:28854	HGNC:28854
2633	2633	9606	GBP1	GBP1	2633	GBP1	HGNC:4182	HGNC:4182
5443	5443	9606	POMC	POMC	5443	POMC	HGNC:9201	HGNC:9201
6707	6707	9606	SPRR3	SPRR3	6707	SPRR3	HGNC:11268	HGNC:11268
154064	154064	9606	RAET1L	RAET1L	154064	RAET1L	HGNC:16798	HGNC:16798
5108	5108	9606	PCM1	PCM1	5108	PCM1	HGNC:8727	HGNC:8727
2056	2056	9606	EPO	EPO	2056	EPO	HGNC:3415	HGNC:3415
28474	28474	9606	IGHV1-2	IGHV1-2	28474	IGHV1-2	None	None
10284	10284	9606	SAP18	SAP18	10284	SAP18	HGNC:10530	HGNC:10530
28514	28514	9606	DLL1	DLL1	28514	DLL1	HGNC:2908	HGNC:2908
8604	8604	9606	SLC25A12	SLC25A12	8604	SLC25A12	HGNC:10982	HGNC:10982
1066	1066	9606	CES1	CES1	1066	CES1	HGNC:1863	HGNC:1863
