#SentenceID	Sentence	TRI	MoR	Valid?	true_TRI	true_MoR	TRI score	MoR scores	TF	TF Id	TF Symbol	TF TaxID	TF_is_incorrect	TF_correct_mention	TF offset	TG	TG Id	TG Symbol	TG TaxID	TG_is_incorrect	TG_correct_mention	Gene offset	method	stage	renormalisation	pre-post	TF_type	Other issues	Explanation
19698732:8:basic helix-loop-helix transcription factor:EXO1	The C allele leads to the loss of a binding site for the [TF] E47, resulting in higher [TG] expression.	TRI	REPRESSION	T	TRI	REPRESSION		0.009403697276317373;0.010001664673250019;0.9805946380504327	basic helix-loop-helix transcription factor	4760	NEUROD1	9606	NER&norm	TCF3	942	EXO1	9156	EXO1	9606			1011	random	s2		post	dbTF	mutation	
29227812:9:DNMT3A:ARG1	Additionally, mutations in the epigenetic regulators TET2 and [TF] corresponded to high [TG] expression and activity.	TRI	REPRESSION	T	TRI	REPRESSION		0.006052971391728931;0.00897904046710648;0.9849679881411646	DNMT3A	1788	DNMT3A	9606			1239	ARG1	383	ARG1	9606			1267	random	s2		post	dbTF		
24801208:8:Bach1:HO-1	[TG]-induction was mediated by reduction of [TF] expression and induction of the Nuclear factor (erythroid-derived 2)-like 2 (NRF2) cofactor Krueppel-like factor 2 (KLF2).	TRI	REPRESSION	T	TRI	REPRESSION		0.005673759382971075;0.010266386474559751;0.9840598541424692	Bach1	571	BACH1	9606			1139	HO-1	3162	HMOX1	9606			1095	random	s2		post	dbTF		
32826949:0:HIF-1:SKP2	Mint3 depletion restricts tumor malignancy of pancreatic cancer cells by decreasing [TG] expression via [TF].	TRI	ACTIVATION	F	TRI	REPRESSION		0.029533338690260008;0.6413683755858095;0.3290982857239306	HIF-1	3091	HIF1A	9606			104	SKP2	6502	SKP2	9606			84	random	s2		post	dbTF		
21241697:8:p53:CIP2A	However, mutant [TF] blocked doxorubicin-mediated [TG] down-regulation in HCT116 cells.	TRI	REPRESSION	T	TRI	REPRESSION		0.003079987275035051;0.21026406754506285;0.786655945179902	p53	7157	TP53	9606			725	CIP2A	57650	CIP2A	9606			758	random	s2		post	dbTF	mutation	
22851303:10:glucocorticoid receptor:CD40L	We investigated whether the mechanism by which  (9)-THC suppressed [TG] expression involved putative cannabinoid activation of the [TF] (GR).	TRI	REPRESSION	T	TRI	REPRESSION		0.056614697127736015;0.31919426742398893;0.624191035448275	glucocorticoid receptor	14815	Nr3c1	10090			1275	CD40L	21947	Cd40lg	10090			1210	random	s2		post	dbTF		
31557675:0:HNF1alpha:fucosyltransferase 8	Lysophosphatidic acid decreased macrophage foam cell migration correlated with downregulation of [TG] via [TF].	TRI	REPRESSION	T	TRI	REPRESSION		0.02277460004636193;0.09222579594411649;0.8849996040095216	HNF1alpha	6927	HNF1A	9606			122	fucosyltransferase 8	2530	FUT8	9606			97	random	s2		post	dbTF		
15752369:6:LXR:TF	Treatment of mouse peritoneal macrophages with synthetic [TF] agonist T0901317 or GW3965 reduced [TG] expression induced by pro-inflammatory stimuli.	TRI	ACTIVATION	F	TRI	REPRESSION		0.0033895549178359573;0.9271918461428992;0.06941859893926489	LXR	22259	Nr1h3	10090			652	TF	2152	F3	9606			691	random	s2		post	dbTF	mutation	
27000495:5:ZEB1:miR-200b/c	In this work we develop four kinetic models that are based on experimental data and hypotheses describing how autocrine transforming growth factor-beta (TGF-beta) signal transduction induces and maintains an EMT by upregulating the TFs [TF] and ZEB2 which repress the expression of the [TG] family members.	TRI	REPRESSION	T	TRI	REPRESSION		0.001471478724509905;0.003097806989177204;0.9954307142863129	ZEB1	6935	ZEB1	9606			918	miR-200b/c	406984	MIR200B	9606			968	random	s2		post	dbTF		
31126958:7:TFEB:Rev-erbalpha	In addition, [TF] and TFE3 directly regulate the expression of [TG] (Nr1d1), a transcriptional repressor component of the core clock machinery also involved in the regulation of whole-body metabolism and autophagy.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9884115948328178;0.002553421111675951;0.009034984055506134	TFEB	21425	Tfeb	10090			848	Rev-erbalpha	217166	Nr1d1	10090			898	random	s2		post	dbTF		
29129511:5:D-P-4:p53	Western Blot implied that [TF] regulated [TG]/MDM2 to a better healthy state.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9943845551447954;0.0026246621720944817;0.002990782683110125	D-P-4	51270	TFDP3	9606	normalisation	not protein/gene	615	p53	7157	TP53	9606			631	random	s2		post	dbTF		
12219002:3:nuclear factor-kappaB:FLICE-like inhibitory protein	[TG] (FLIP), an inhibitor of caspase-8, (also known as FLICE) is regulated by the transcription factor [TF] (NF-kappaB) and can contribute to TRAIL resistance.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9979119554106846;0.0012442799529119347;0.0008437646364035386	nuclear factor-kappaB	Complex:NFKB	NFKB	9606			528	FLICE-like inhibitory protein	8837	CFLAR	9606			400	random	s2	NFKB	post	dbTF		
36123698:7:AP2beta:USP22	Binding site-directed mutagenesis and chromosome immunoprecipitation (ChIP) assays validated AP2alpha and [TF] are novel TFs of [TG].	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9953186272322659;0.0038472333034884967;0.0008341394642455356	AP2beta	7021	TFAP2B	9606			1342	USP22	23326	USP22	9606			1367	random	s2		post	dbTF		
32017483:9:AhR:CYP1A1	For in vivo studies, [TF] ligands were administered to SERT KO mice and WT littermates and intestinal mucosa [TG] mRNA was measured.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9847219468897863;0.012313825977849207;0.002964227132364486	AhR	11622	Ahr	10090			1229	CYP1A1	13076	Cyp1a1	10090			1316	random	s2		post	dbTF		
32161621:11:STAT3:Cyclin D1	[TG] and Bcl2 were identified as the downstream targets of the miR-125-[TF] axis.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.996853835911653;0.002123314441568858;0.0010228496467782032	STAT3	6774	STAT3	9606			1213	Cyclin D1	595	CCND1	9606			1137	random	s2		post	dbTF		
23200779:6:hsf4:Hsp25	FGF2 can promote Hsf4b nuclear-translocation and the expression of [TG] and alphaB-crystallin, the key downstream targets of Hsf4b in the Hsf4b-reconstituted mouse [TF]-/- lens epithelial cells.	TRI	ACTIVATION	F	TRI	UNDEFINED		0.16821873447593108;0.8254429015878838;0.00633836393618507	hsf4	26386	Hsf4	10090			741	Hsp25	15507	Hspb1	10090			643	random	s2		post	dbTF	mutation	
18780293:6:AR:PSA	In order to investigate the binding of the [TF] to the [TG] gene regulatory regions, chromatin immunoprecipitation (ChIP) was performed in the androgen-independent cds2 cell line in the presence or absence of androgens.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9976126965222494;0.0009295420416526192;0.001457761436098038	AR	367	AR	9606			733	PSA	9520	NPEPPS	9606	normalisation	KLK3	743	random	s2		post	dbTF		
37620966:9:homeobox A9:SLC31A1	The microRNA-transcription factor-messenger RNA network revealed that [TF] (HOXA9) and Tet methylcytosine dioxygenase 1 (TET1) could target [TG] and LIAS in AF.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9958203980786988;0.0022589136868087457;0.0019206882344924255	homeobox A9	3205	HOXA9	9606			1178	SLC31A1	1317	SLC31A1	9606			1255	random	s2		post	dbTF		
28687276:0:NF-kappaB:Mcl-1	NAP1L1 regulates [TF] signaling pathway acting on anti-apoptotic [TG] gene expression.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9891672864474954;0.008638751845683162;0.0021939617068214255	NF-kappaB	Complex:NFKB	NFKB	9606			17	Mcl-1	4170	MCL1	9606			70	random	s2	NFKB	post	dbTF		
21514293:5:PPARgamma:fatty acid binding protein 4	Telmisartan treatment dose-dependently increased (from 1 muM) protein expression of [TF]-regulated molecules such as [TG] (FABP4), insulin receptor, and glucose transporter 4 (GLUT4).	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9936264371843377;0.005499732029485167;0.0008738307861769891	PPARgamma	5468	PPARG	9606			831	fatty acid binding protein 4	2167	FABP4	9606			869	random	s2		post	dbTF		
27095999:7:STAT4:mitogen-activated protein kinase kinase kinase 8	Moreover, mRNA levels of the [TF]-regulated TH1-associated proteins, IL-18 receptor beta chain (IL-18Rbeta), [TG] (MAP3K8), lymphocyte activation gene 3 (LAG-3), natural killer cell group 7 sequence (NKG7), and oncostatin M (OSM) were also decreased upon Gbetagamma inhibition.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9954613423394488;0.0034801233933939905;0.001058534267157171	STAT4	6775	STAT4	9606			1446	mitogen-activated protein kinase kinase kinase 8	1326	MAP3K8	9606			1527	random	s2		post	dbTF		
21889517:12:NF-kappaB:PPP2R1A	The EMSA revealed that the -241 -/G variant influences DNA-protein interactions involving the transcription factor [TF], which may regulate the activity of the [TG] proximal promoter.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.996319578591903;0.002360476037532167;0.0013199453705648972	NF-kappaB	Complex:NFKB	NFKB	9606			1725	PPP2R1A	5518	PPP2R1A	9606			1775	random	s2	NFKB	post	dbTF	mutation	
34249467:15:DLX5:NOTCH1	We further analyzed DLX5 and NOTCH1 genes using JASPAR software and found two potential [TF] binding sites within the [TG] promoter.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.997958832174571;0.0011853166894022227;0.0008558511360266485	DLX5	1749	DLX5	9606			2046	NOTCH1	4851	NOTCH1	9606			2076	random	s2		post	dbTF		
26719542:5:c-Myc:cyclin A	We confirmed that the HBXIP expression correlated with expression of the [TF] target genes [TG], eIF4E, and LDHA.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.99663382058117;0.0026592329465484356;0.0007069464722816335	c-Myc	4609	MYC	9606			533	cyclin A	890	CCNA2	9606			552	random	s2		post	dbTF		
16435911:2:TP53:NAG1	The induction of apoptosis in cells of human colon cancer cell lines after gamma irradiation was investigated to determine whether apoptosis was mediated by [TF] and the subsequent expression of its downstream target, the NSAID-activated gene ([TG]).	TRI	ACTIVATION	F	TRI	UNDEFINED		0.31668617367037444;0.6719545443634768;0.011359281966148767	TP53	7157	TP53	9606			331	NAG1	9518	GDF15	9606			418	random	s2		post	dbTF		
24885481:16:N-myc:miR-375	Expression of [TG] is exclusive for N-myc-expressing neuroblastic cells and is regulated by [TF].	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9972155009733307;0.0020060032065788986;0.0007784958200904678	N-myc	4613	MYCN	9606			1996	miR-375	494324	MIR375	9606			1915	random	s2		post	dbTF		
24163404:9:AhR:ERalpha	Taken together, [TF]-dependent inhibition of the PI3K/AKT pathway, activation of MAPK/ERK and modulation of [TG] is a novel mechanism underlying BNF-mediated antitumor effects in breast cancer, which may represent a promising strategy to be exploited in future clinical trials.	TRI	UNDEFINED	F	Not TRI			0.9964533443931337;0.0024594939252824024;0.0010871616815839047	AhR	196	AHR	9606			1495	ERalpha	2099	ESR1	9606			1586	random	s2		post	dbTF		more likely to be PPI than gene regulation
30841931:12:NF-kappaB:ccl5	Mechanistically, PKD2/3 interacted with Erk1/2 and activated Erk1/2 or NF-kappaB signaling pathway, leading to AP-1 or [TF] binding to the promoter of scf, [TG] and ccl11.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9959177576966283;0.003418571004242616;0.0006636712991290663	NF-kappaB	Complex:NFKB	NFKB	10090			1434	ccl5	20304	Ccl5	10090			1476	random	s2	NFKB	post	dbTF		
31053501:8:p53:ABCC3	We demonstrate that [TG] expression is regulated by mutant [TF] via miR-34 and that the transporter drives PDAC progression via transport of the bioactive lipid lysophosphatidylinositol (LPI).	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9668514431305935;0.00885836414686655;0.024290192722539943	p53	7157	TP53	9606			947	ABCC3	8714	ABCC3	9606			907	random	s2		post	dbTF	mutation	
16467267:8:Nur77:INSL3	Thus, the human [TG] promoter constitutes a novel target for the orphan nuclear receptor [TF].	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9971267958206453;0.0019453089522414473;0.0009278952271131667	Nur77	3164	NR4A1	9606			1074	INSL3	3640	INSL3	9606			1000	random	s2		post	dbTF		
24069029:8:HNF4alpha:Cebpa	This clustering predicted that ER stress would suppress the activity of the metabolic transcriptional regulator [TF]-a finding subsequently confirmed by chromatin immunopreciptation at the [TG] and Pgc1a promoters.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.994038447999325;0.003214584382206877;0.0027469676184681832	HNF4alpha	15378	Hnf4a	10090			1799	Cebpa	12606	Cebpa	10090			1881	random	s2		post	dbTF		
20129917:5:Pitx2:Tbx6	[TF] activated Tbx4, Tbx15, and Mga and repressed Tbx1, Tbx2, Tbx5, and [TG] expression.	TRI	REPRESSION	T	TRI	REPRESSION		0.0017784161993235138;0.0030038771670494995;0.995217706633627	Pitx2	5308	PITX2	9606			510	Tbx6	6911	TBX6	9606			583	random	s2		post	dbTF		
37775301:10:NFIA:AII	SIGNIFICANCE STATEMENT The transcription factor [TF] is shown to play a critical role in the specification of a single type of retinal amacrine cell, the [TG] cell.	TRI	UNDEFINED	F	Not TRI			0.9769305920365361;0.021182101066827896;0.001887306896635925	NFIA	18027	Nfia	10090			1747	AII	11847	Arg2	10090	NER	"named entity is ""the AII cell"""	1853	random	s2		post	dbTF		
21576927:2:T-brain-1:NMDAR2b	CASK-interacting nucleosome assembly protein (CINAP) has been shown to interact with the calcium/calmodulin-dependent serine kinase (CASK) and the T-box transcription factor [TF] (Tbr1) thus modulating the expression of N-methyl-D-aspartic acid receptor subunit 2b ([TG]) in cultured hippocampal neurons.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9957708988660209;0.002843469480682684;0.0013856316532964463	T-brain-1	21375	Tbr1	10090			292	NMDAR2b	14812	Grin2b	10090			389	random	s2		post	dbTF		
29259250:6:EGR1:MMP9	Consistently, chromatin immunoprecipitation (ChIP) assay showed TPA triggered binding of Snail, [TF] and SP1 on [TG] and ZEB1 promoters.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9979162729249945;0.0009780679819854927;0.0011056590930200165	EGR1	1958	EGR1	9606			1013	MMP9	4318	MMP9	9606			1029	random	s2		post	dbTF		
25360000:5:ThPOK:CD4	The expression of [TG] and CD8 is regulated by a very strict transcriptional program involving the transcription factors Runx3 and [TF].	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9964761723255181;0.0026171194793052086;0.0009067081951767628	ThPOK	51043	ZBTB7B	9606			597	CD4	920	CD4	9606			485	random	s2		post	dbTF		
18501560:10:p65:IL-8	The binding of [TF] to the NF-kappaB elements, as well as the recruitment of p300 and the enhancement of histone H3 acetylation on the [TG] promoter was enhanced by leptin, which was inhibited by wortmannin, Akt inhibitor or IRS-1 siRNA.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9967638323217872;0.0014740846670118146;0.001762083011200975	p65	5970	RELA	9606			1401	IL-8	3576	CXCL8	9606			1520	random	s2		post	dbTF		
37510994:8:SOX9:P4HA2	IGF-II induces SOX9 in lung fibroblasts (p <= 0.05) via the IGF1R/IR hybrid receptor, and [TF] regulates TGFbeta2 (p <= 0.05), TGFbeta3 (p <= 0.05), COL3A1 (p <= 0.01), and [TG] (p <= 0.001) downstream of IGF-II.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9973092487760479;0.0017303278335798298;0.000960423390372327	SOX9	6662	SOX9	9606			1252	P4HA2	8974	P4HA2	9606			1335	random	s2		post	dbTF		
31039479:7:p53:MnSOD	Nuclear expression of CPD, phospho-[TF], and Nrf2 as well as its target proteins including HO-1, CAT, and [TG], were assayed by immunofluorescence and western blotting.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9952579989953126;0.003858090974731923;0.0008839100299554355	p53	7157	TP53	9606			982	MnSOD	6648	SOD2	9606			1052	random	s2		post	dbTF		
18198374:6:IRF3:CXCL8	Furthermore, binding of IRF1 and [TF] to the interferon-stimulated response element-like element, and of c-Jun and phosphorylated c-Jun to the activator protein 1 element of the [TG] promoter, was reduced when NS3/4A and the HCV polyprotein were expressed.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9974962894724098;0.0015837232665486317;0.0009199872610415621	IRF3	3661	IRF3	9606			1195	CXCL8	3576	CXCL8	9606			1340	random	s2		post	dbTF		
25271810:0:HIF-2alpha:NANOG	[TF] regulates [TG] expression in human embryonic stem cells following hypoxia and reoxygenation through the interaction with an Oct-Sox cis regulatory element.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9972438393384344;0.0016274314260428181;0.001128729235522696	HIF-2alpha	2034	EPAS1	9606			0	NANOG	79923	NANOG	9606			21	random	s2		post	dbTF		
31118196:5:pregnane X receptor:CYP2C6	The present study was undertaken to investigate the roles in the ABC phenomenon of [TF] (PXR) and constitutive androstane receptor (CAR), the major upstream transcriptional regulators of the P450 genes, including CYP3A1, [TG], and CYP1A2.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9944590381955903;0.004620161217564758;0.0009208005868449696	pregnane X receptor	84385	Nr1i2	10116			734	CYP2C6	293989	Cyp2c6	10116			887	random	s2		post	dbTF		
19077665:5:PXR:CYP3A4	We therefore focused on the role of [TF]-HNF4alpha interaction in the transcriptional regulation of [TG] under rifampin-mediated ketoconazole inhibition.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9978023078718892;0.001354627246488825;0.0008430648816220467	PXR	8856	NR1I2	9606			672	CYP3A4	1576	CYP3A4	9606			735	random	s2		post	dbTF		
27551335:0:estrogen receptor:OCT4	Melatonin decreases [TF] binding to estrogen response elements sites on the [TG] gene in human breast cancer stem cells.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9868159732087104;0.012195194900188451;0.0009888318911010663	estrogen receptor	2099	ESR1	9606			20	OCT4	5460	POU5F1	9606			89	random	s2		post	dbTF		
29464929:10:FoxO3:MurF1	As a result, [TF]-targeted atrogenes [TG] and Atrogin1 protein abundances were reduced in denervated EDL but not altered in soleus.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9900072566805209;0.005043192392500902;0.004949550926978105	FoxO3	56484	Foxo3	10090			1217	MurF1	433766	Trim63	10090			1242	random	s2		post	dbTF		
25709235:8:PPARgamma:AP2	Then quantitative polymerase chain reaction (Q-PCR) was used to test the expressions of three transcription factors (PPARgamma, CCAAT enhancer binding protein-alpha (C/EBP-alpha), and sterol regulatory element-binding protein 1 (SREBP-1)) and the target genes of [TF] including glucose transporter (GLUT4), lipoprotein lipase (LPL), fat acid binding protein ([TG]), and adiponectin in 3T3-L1 cells.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.995465099462715;0.0036166449992711012;0.0009182555380139337	PPARgamma	19016	Pparg	10090			1078	AP2	21418	Tfap2a	10090	normalisation	FABP4	1179	random	s2		post	dbTF		
27694442:0:ZBTB33:Cyclin D1	Cell-specific Kaiso ([TF]) Regulation of Cell Cycle through [TG] and Cyclin E1.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9974013739188597;0.0015825421846192222;0.0010160838965210131	ZBTB33	10009	ZBTB33	9606			21	Cyclin D1	595	CCND1	9606			62	random	s2		post	dbTF		
29750994:0:scleraxis:MMP2	Regulation of cardiac fibroblast [TG] gene expression by [TF].	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9973204448264121;0.001469112869721526;0.001210442303866276	scleraxis	20289	Scx	10090			57	MMP2	17390	Mmp2	10090			33	random	s2		post	dbTF		
34284697:10:ATF6:HMGA2	The in silico analysis revealed that the rs968697 polymorphism in the promoter region of the [TG] gene could influence transcription factor binding, including [TF], DBP, CDPCR3, DR3, NRSF, PAX8, PPARA, SZF11, TAXCREB and POLR2A.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9972652726393517;0.0020776891116790924;0.000657038248969229	ATF6	22926	ATF6	9606			1455	HMGA2	8091	HMGA2	9606			1388	random	s2		post	dbTF		
9573048:11:Ets2:MMP-3	Therefore, [TF] is essential for placental function, mediating growth factor signaling to key target genes including [TG], MMP-9, and MMP-13 in different cell types, and for regulating hair development.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.980906430642782;0.018303068360925174;0.000790500996292716	Ets2	23872	Ets2	10090			1424	MMP-3	17392	Mmp3	10090			1530	random	s2		post	dbTF		
34522247:10:PAX5:ICAM1	These TFs (AHR, SP1, [TF], etc.) could regulate many target genes (e.g. [TG] and LTBP) in the GTRN of PD.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9971489276955765;0.0020297011076969304;0.0008213711967267	PAX5	5079	PAX5	9606			1355	ICAM1	3383	ICAM1	9606			1406	random	s2		post	dbTF		
34690674:2:MeCP2:brain-derived neurotrophic factor	Rett syndrome (RTT) is a severe X-linked dominant neurodevelopmental disorder caused by mutations in the methyl-CpG-binding protein 2 (MECP2) gene; [TF] regulates the expression of [TG] (BDNF) and increasing BDNF levels ameliorates RTT symptoms.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9958398559395852;0.003157335536320575;0.0010028085240943395	MeCP2	4204	MECP2	9606			269	brain-derived neurotrophic factor	627	BDNF	9606			303	random	s2		post	dbTF		
15265859:5:STAT3:C/ebpalpha	Although activation of interleukin-6-[TF] signaling, regulation of expression of hepatic [TG], C/ebpbeta, cyclin D, and cyclin E and progression through the first wave of hepatocellular DNA synthesis occurred appropriately following partial hepatectomy in Egr-1 null mice, subsequent signaling events and cell cycle progression after the first round of DNA synthesis were deranged.	TRI	UNDEFINED	F	Not TRI			0.9635415309740641;0.0338042229907466;0.002654246035189208	STAT3	20848	Stat3	10090			615	C/ebpalpha	12606	Cebpa	10090			668	random	s2		post	dbTF		
1713680:5:AP-1:ELAM-1	Sequence analysis of the 5' flanking region of the [TG] gene reveals consensus DNA-binding sequences for two known transcription factors, NF-kappa B and [TF].	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9979035952299489;0.0013598632070703214;0.0007365415629807527	AP-1	Complex:AP1	AP1	9606			794	ELAM-1	6401	SELE	9606			690	random	s2	AP1	post	dbTF		
30935969:9:SREBP1:FAS	Increased mRNA level and activation of [TF] which is transcription factor of ACC, [TG] and SCD1 by ethanol feeding were reduced in the liver of ethanol-fed CHI3L1 KO mice.	TRI	ACTIVATION	F	TRI	UNDEFINED		0.00725397036780351;0.9911809414196435;0.001565088212553018	SREBP1	6720	SREBF1	9606			1221	FAS	2194	FASN	9606			1266	random	s2		post	dbTF		
26693891:9:Twist:ITGB1	[TF] transcriptionally regulates [TG] expression.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9973475828727517;0.0013877899001856486;0.0012646272270626494	Twist	7291	TWIST1	9606			1234	ITGB1	3688	ITGB1	9606			1268	random	s2		post	dbTF		
22826348:0:NGFI-A:glucocorticoid receptor	Maternal licking regulates hippocampal [TG] transcription through a thyroid hormone-serotonin-[TF] signalling cascade.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9973294783148965;0.0017447854508113108;0.0009257362342921555	NGFI-A	24330	Egr1	10116			113	glucocorticoid receptor	24413	Nr3c1	10116			39	random	s2		post	dbTF		
16715135:4:DNMT:NY-ESO-1	Similarly, dual [TF] knockout caused dramatic hypomethylation of the MAGE-A1 and [TG] promoters, DNMT1 knockout showed moderate hypomethylation, and DNMT3b knockout elicited only slight methylation changes.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.6324940647015903;0.27683910486551705;0.09066683043289268	DNMT	1786	DNMT1	9606			510	NY-ESO-1	246100	CTAG1A	9606			575	random	s2		post	dbTF	mutation	
18678606:5:NF-kappaB:IFN regulatory factor 1	Instead, TNF-alpha and PGE2 increased Stat1 serine phosphorylation and Stat4 tyrosine phosphorylation and activated expression of the [TF] and Stat1 target gene [TG] (IRF1), which contributes to IFN responses.	TRI	ACTIVATION	F	Not TRI			0.4911789941402658;0.5039590399324376;0.004861965927296666	NF-kappaB	Complex:NFKB	NFKB	9606			791	IFN regulatory factor 1	3659	IRF1	9606			823	random	s2	NFKB	post	dbTF		IRF1 is stated to be STAT1 target gene, syntax does not really indicate that it is also a NFKB taget gene
30458266:8:AHR:CYP1A2	Although the results indicate that tebuconazole is a weak inducer of AHR-dependent genes, combined exposure of HepaRG cells to tebuconazole and the previously identified [TF] agonist propiconazole showed additive effects on CYP1A1 and [TG] expression.	TRI	UNDEFINED	F	TRI	ACTIVATION		0.9307294098816703;0.06623760598964304;0.0030329841286865587	AHR	196	AHR	9606			1183	CYP1A2	1544	CYP1A2	9606			1247	random	s2		post	dbTF	suboptimal	
18500357:7:NF-kappaB:iNOS	CONCLUSIONS AND IMPLICATIONS: Our results suggest that dimemorfan acts via sigma1 receptor-independent mechanisms to modulate intracellular calcium increase, NOX activity, and [TF] signalling, resulting in inhibition of [TG] expression and NO production, and production of pro-inflammatory cytokines.	TRI	ACTIVATION	F	TRI	UNDEFINED		0.3596482483841217;0.6073640126962363;0.032987738919642046	NF-kappaB	Complex:NFKB	NFKB	10090			1641	iNOS	18126	Nos2	10090			1690	random	s2	NFKB	post	dbTF		
18957617:9:MEF2D:SLC2A4	EMSA and supershift assays revealed that the stimulus rapidly increased the binding activity of [TF], HIF-1a, and TRalpha into the [TG] gene promoter.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9978002160973675;0.0011218498764681564;0.001077934026164482	MEF2D	4209	MEF2D	9606			1453	SLC2A4	6517	SLC2A4	9606			1489	random	s2		post	dbTF		
32814418:8:LXRbeta:SPOT14	High LXRbeta expression was correlated with the expression of [TF] transcriptional targets genes, such as apolipoprotein C1 (APOC1), APOC2, apolipoprotein E (APOE), ATP binding cassette subfamily G member 8 (ABCG8), sterol regulatory elementbinding protein 1c (SREBP1c), and [TG].	TRI	UNDEFINED	F	Not TRI			0.9889721827846901;0.0096105128879834;0.0014173043273263965	LXRbeta	7376	NR1H2	9606			1130	SPOT14	7069	THRSP	9606			1346	random	s2		post	dbTF		correlation
31387171:8:Smad3:SNAIL1	Mechanistically, we observed that Ang-(1-7) directly inhibited TGF-beta1-induced phosphorylation of Smad2 and [TF], and suppressed the expression of the downstream target gene of TGF-beta1-Smad signaling, including ZEB1, ZEB2, TWIST, and [TG].	TRI	ACTIVATION	F	TRI	UNDEFINED		0.009085196678367454;0.9881875432314315;0.0027272600902010424	Smad3	4088	SMAD3	9606			1203	SNAIL1	6615	SNAI1	9606			1332	random	s2		post	dbTF		
9751800:10:Sp3:prosaposin	EMSA and DNA-footprint analysis showed that Sp1 and [TF] are involved in human [TG] gene regulation.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9980894843433572;0.0011583575427027398;0.0007521581139399455	Sp3	6670	SP3	9606			1035	prosaposin	5660	PSAP	9606			1061	random	s2		post	dbTF		
34352411:15:NEUROG3:SCG2	Unexpectedly, we uncovered that [TF] targets genes critical for insulin secretion in beta cells (e.g., GCK, ABCC8/KCNJ11, CACNA1A, CHGA, [TG], SLC30A8, and PCSK1).	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9960690741356805;0.002398576538032011;0.0015323493262875167	NEUROG3	50674	NEUROG3	9606			2150	SCG2	7857	SCG2	9606			2258	random	s2		post	dbTF		
15075337:9:AhR:MMP-1	These findings are the first to demonstrate TCDD-induced expression of MMP-1 and to demonstrate interactions between the TCDD/[TF] and retinoic acid pathways on [TG] expression.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9901257986810685;0.00898553636162712;0.0008886649573043166	AhR	196	AHR	9606			1553	MMP-1	4312	MMP1	9606			1587	random	s2		post	dbTF		
17187757:10:HNF3gamma:SLC28A2	HNF4alpha is a major determinant of SLC28A1 expression, whereas C/EBPalpha and [TF] modulate [TG] gene expression.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9965863206755072;0.0021847959025886403;0.0012288834219041887	HNF3gamma	3171	FOXA3	9606			1114	SLC28A2	9153	SLC28A2	9606			1133	random	s2		post	dbTF		
